{Acanthoscurria_cygnoides, Alopex_proteus} {Balaena_flavigularis, Cuora_avinivi}
{Acanthoscurria_cygnoides, Alopex_proteus} {Balaena_flavigularis, Dasypeltis_boyciana}
{Acanthoscurria_cygnoides, Alopex_proteus} {Balaena_flavigularis, Middendorffinaia_leporosum}
{Acanthoscurria_cygnoides, Alopex_proteus} {Capra_docilis, Chlidonias_pallasii}
{Acanthoscurria_cygnoides, Alopex_proteus} {Cuora_avinivi, Dasypeltis_boyciana}
{Acanthoscurria_cygnoides, Alopex_proteus} {Cuora_avinivi, Middendorffinaia_leporosum}
{Acanthoscurria_cygnoides, Alopex_proteus} {Dasypeltis_boyciana, Middendorffinaia_leporosum}
{Acanthoscurria_cygnoides, Balaena_flavigularis} {Alopex_proteus, Homalopsis_placidus}
{Acanthoscurria_cygnoides, Balaena_flavigularis} {Alopex_proteus, Theloderma_acuta}
{Acanthoscurria_cygnoides, Balaena_flavigularis} {Capra_docilis, Chlidonias_pallasii}
{Acanthoscurria_cygnoides, Balaena_flavigularis} {Homalopsis_placidus, Theloderma_acuta}
{Acanthoscurria_cygnoides, Capra_docilis} {Alopex_proteus, Homalopsis_placidus}
{Acanthoscurria_cygnoides, Capra_docilis} {Alopex_proteus, Theloderma_acuta}
{Acanthoscurria_cygnoides, Capra_docilis} {Balaena_flavigularis, Cuora_avinivi}
{Acanthoscurria_cygnoides, Capra_docilis} {Balaena_flavigularis, Dasypeltis_boyciana}
{Acanthoscurria_cygnoides, Capra_docilis} {Balaena_flavigularis, Middendorffinaia_leporosum}
{Acanthoscurria_cygnoides, Capra_docilis} {Cuora_avinivi, Dasypeltis_boyciana}
{Acanthoscurria_cygnoides, Capra_docilis} {Cuora_avinivi, Middendorffinaia_leporosum}
{Acanthoscurria_cygnoides, Capra_docilis} {Dasypeltis_boyciana, Middendorffinaia_leporosum}
{Acanthoscurria_cygnoides, Capra_docilis} {Dendrobates_tarda, Eulabeia_lutris}
{Acanthoscurria_cygnoides, Capra_docilis} {Homalopsis_placidus, Mareca_microlepis}
{Acanthoscurria_cygnoides, Capra_docilis} {Homalopsis_placidus, Theloderma_acuta}
{Acanthoscurria_cygnoides, Capra_docilis} {Mareca_microlepis, Theloderma_acuta}
{Acanthoscurria_cygnoides, Chlidonias_pallasii} {Alopex_proteus, Homalopsis_placidus}
{Acanthoscurria_cygnoides, Chlidonias_pallasii} {Alopex_proteus, Theloderma_acuta}
{Acanthoscurria_cygnoides, Chlidonias_pallasii} {Balaena_flavigularis, Cuora_avinivi}
{Acanthoscurria_cygnoides, Chlidonias_pallasii} {Balaena_flavigularis, Dasypeltis_boyciana}
{Acanthoscurria_cygnoides, Chlidonias_pallasii} {Balaena_flavigularis, Middendorffinaia_leporosum}
{Acanthoscurria_cygnoides, Chlidonias_pallasii} {Cuora_avinivi, Dasypeltis_boyciana}
{Acanthoscurria_cygnoides, Chlidonias_pallasii} {Cuora_avinivi, Middendorffinaia_leporosum}
{Acanthoscurria_cygnoides, Chlidonias_pallasii} {Dasypeltis_boyciana, Middendorffinaia_leporosum}
{Acanthoscurria_cygnoides, Chlidonias_pallasii} {Homalopsis_placidus, Theloderma_acuta}
{Acanthoscurria_cygnoides, Cuora_avinivi} {Alopex_proteus, Homalopsis_placidus}
{Acanthoscurria_cygnoides, Cuora_avinivi} {Alopex_proteus, Theloderma_acuta}
{Acanthoscurria_cygnoides, Cuora_avinivi} {Capra_docilis, Chlidonias_pallasii}
{Acanthoscurria_cygnoides, Cuora_avinivi} {Homalopsis_placidus, Mareca_microlepis}
{Acanthoscurria_cygnoides, Cuora_avinivi} {Homalopsis_placidus, Theloderma_acuta}
{Acanthoscurria_cygnoides, Cuora_avinivi} {Mareca_microlepis, Theloderma_acuta}
{Acanthoscurria_cygnoides, Dasypeltis_boyciana} {Alopex_proteus, Homalopsis_placidus}
{Acanthoscurria_cygnoides, Dasypeltis_boyciana} {Alopex_proteus, Theloderma_acuta}
{Acanthoscurria_cygnoides, Dasypeltis_boyciana} {Capra_docilis, Chlidonias_pallasii}
{Acanthoscurria_cygnoides, Dasypeltis_boyciana} {Homalopsis_placidus, Mareca_microlepis}
{Acanthoscurria_cygnoides, Dasypeltis_boyciana} {Homalopsis_placidus, Theloderma_acuta}
{Acanthoscurria_cygnoides, Dasypeltis_boyciana} {Mareca_microlepis, Theloderma_acuta}
{Acanthoscurria_cygnoides, Dendrobates_tarda} {Alopex_proteus, Homalopsis_placidus}
{Acanthoscurria_cygnoides, Dendrobates_tarda} {Alopex_proteus, Theloderma_acuta}
{Acanthoscurria_cygnoides, Dendrobates_tarda} {Balaena_flavigularis, Cuora_avinivi}
